lat,long,Company,Revenue_2021,Revenue_per_change_2021,Profits_in_millions_2021,Market_value_2021,Employees_2021,Revenue_2022,Revenue_per_change_2022,Profits_in_millions_2022,Market_value_2022,Employees_2022,Sector,City,State,Ceo_woman
38.4404925,-122.7141049,Keysight Technologies,4221,-0.019,627,26684.5,13900,4941,17.1,894,28746.6,14300,Technology,Santa Rosa,CA,no
38.0464066,-84.4970393,Tempur Sealy International,3676.9,0.184,348.8,7376.6,9000,4930.8,34.1,624.5,4997.7,12000,Household Products,Lexington,KY,no
40.2364486,-83.3671432,Scotts Miracle-Gro,4131.6,0.309,387.4,13645.6,6866,4925,19.2,512.5,6834.6,8050,Chemicals,Marysville,OH,no
33.7489924,-84.3902644,Equifax,4127.5,0.177,520.1,22174.5,11400,4923.9,19.3,744.2,29141.8,12700,Business Services,Atlanta,GA,no
42.6055893,-83.1499304,Kelly Services,4516,-0.157,-72,875.4,7100,4909.7,8.7,156.1,856,7400,Business Services,Troy,MI,no
41.4828144,-87.3328139,NiSource,4681.7,-0.101,-17.6,9447.7,7345,4899.6,4.7,584.9,12891.2,7307,Energy,Merrillville,IN,no
37.7790262,-122.419906,DoorDash,2886,2.261,-461,42153.5,3886,4888,69.4,-468,40830.3,8600,Technology,San Francisco,CA,no
41.510033,-82.0185895,Avient,3242.1,-0.033,131.6,4315.5,8400,4818.8,48.6,230.8,4388.4,8700,Chemicals,Avon Lake,OH,no
31.6940509,-89.1306124,Sanderson Farms,3564.3,0.036,28.3,3478.6,17445,4799.7,34.7,455.1,4185.4,17662,"Food, Beverages & Tobacco",Laurel,MS,no
41.4996574,-81.6936772,TransDigm Group,5182,-0.061,699,32152.7,14200,4798,-7.4,680,36135.8,13300,Aerospace & Defense,Cleveland,OH,no
38.6280278,-90.1910154,Stifel Financial,3817.8,0.086,503.5,6724.6,8500,4783.1,25.3,824.9,7226,8600,Financials,St. Louis,MO,no
35.2272086,-80.8430827,JELD-WEN Holding,4235.7,-0.013,91.6,2770,23000,4771.7,12.7,168.8,1826,24700,Materials,Charlotte,NC,no
39.7855096,-85.7681979,Elanco Animal Health,3273.3,0.066,-560.1,13924,10200,4765,45.6,-472,12345.4,9800,Health Care,Greenfield,IN,no
37.7790262,-122.419906,Prologis,4438.7,0.333,1481.8,78412.9,1945,4759.4,7.2,2939.7,119524.5,2053,Financials,San Francisco,CA,no
41.6529143,-83.5378173,Welltower,4606,-0.101,978.8,29897.1,423,4742.1,3,336.1,43001.5,464,Financials,Toledo,OH,no
32.8295183,-96.9442177,Darling Ingredients,3571.9,0.062,296.8,12004.7,10000,4741.4,32.7,650.9,12987.4,9900,"Food, Beverages & Tobacco",Irving,TX,no
41.0534302,-73.5387341,Gartner,4099.4,-0.034,266.7,16196.1,15600,4734,15.5,793.6,24477.2,16600,Technology,Stamford,CT,no
29.7589382,-95.3676974,Par Pacific Holdings,3124.9,-0.421,-409.1,843.7,1403,4710.1,50.7,-81.3,783.3,1336,Energy,Houston,TX,no
41.3164856,-73.0931641,Hubbell,4186,-0.088,351.2,10151.3,19100,4703.5,12.4,399.5,9959.6,18300,Industrials,Shelton,CT,no
41.8755616,-87.6244212,CME Group,4883.6,0.003,2105.2,73330,4370,4689.7,-4,2636.4,85492.3,3480,Financials,Chicago,IL,no
32.8295183,-96.9442177,Nexstar Media Group,4501.3,0.481,811.4,6092.5,11749,4648.4,3.3,834.6,7728.3,11817,Media,Irving,TX,no
34.3076252,-118.4492148,Tutor Perini,5318.8,0.195,108.4,964.8,8700,4641.8,-12.7,91.9,551.8,7800,Engineering & Construction,Sylmar,CA,no
39.7392364,-104.984862,Antero Resources,3491.7,-0.208,-1267.9,3072.1,522,4619.4,32.3,-186.9,9608,519,Energy,Denver,CO,no
34.1705609,-118.8375937,Teledyne Technologies,3086.2,-0.024,401.9,15314.3,10670,4614.3,49.5,445.3,22102.9,14500,Aerospace & Defense,Thousand Oaks,CA,no
42.5846773,-87.8212263,Snap-on,3942.2,-0.031,627,12561,12300,4601.7,16.7,820.5,10976.1,12800,Industrials,Kenosha,WI,no
33.0136764,-96.6925096,Rent-A-Center,2814.2,0.054,208.1,3137.5,14320,4583.5,62.9,134.9,1486.9,14290,Retailing,Plano,TX,no
29.7589382,-95.3676974,Crestwood Equity Partners,2254.3,-0.292,-56.1,2074.6,731,4569,102.7,-78.5,2931.5,645,Energy,Houston,TX,no
36.1622767,-86.7742984,Louisiana-Pacific,2788,0.207,499,5909,4500,4553,63.3,1377,5344.1,4800,Materials,Nashville,TN,no
39.9527237,-75.1635262,Urban Outfitters,3449.7,-0.134,1.2,3637.8,14250,4548.8,31.9,310.6,2421.4,16330,Retailing,Philadelphia,PA,no
39.5261206,-119.8126581,Amerco,3978.9,0.056,442,12011.7,22200,4542,14.2,610.9,11704.7,22052,Transportation,Reno,NV,no
37.7021521,-121.9357918,TriNet Group,4034,0.046,272,5144.6,2700,4540,12.5,338,6482.5,2800,Business Services,Dublin,CA,no
32.7174202,-117.1627728,Illumina,3239,-0.086,656,56034.4,8575,4526,39.7,762,54855.8,10775,Technology,San Diego,CA,no
42.3554334,-71.060511,Iron Mountain,4147.3,-0.027,342.7,10674.5,24000,4491.5,8.3,450.2,16059.5,25000,Business Services,Boston,MA,no
41.6819935,-85.9766671,LCI Industries,2796.2,0.179,158.4,3328,12400,4472.7,60,287.7,2624.5,13900,Motor Vehicles & Parts,Elkhart,IN,no
34.1460234,-118.8061794,PennyMac Financial Services,4536,0.995,1646.9,4630.4,6632,4450.2,-1.9,1003.5,2948.5,7208,Financials,Westlake Village,CA,no
30.2711286,-97.7436995,Digital Realty Trust,3903.6,0.216,356.4,39593.1,2878,4427.9,13.4,1709.3,40337.7,3030,Financials,Austin,TX,no
41.8328085,-87.9289504,TreeHouse Foods,4570.5,-0.072,13.8,2921.2,10900,4405.5,-3.6,-12.5,1800,10000,"Food, Beverages & Tobacco",Oak Brook,IL,no
40.7127281,-74.0060152,Ralph Lauren,6159.8,-0.024,384.3,9005.3,19300,4400.8,-28.6,-121.1,8073.2,16200,Apparel,New York,NY,no
29.3056996,-94.7933252,American National Group,3792.4,-0.068,467.5,2900.3,4600,4391.8,15.8,699.3,5084.1,4545,Financials,Galveston,TX,no
37.9747795,-122.5316686,Autodesk,3790.4,0.158,1208.2,60860,11500,4386.4,15.7,497,46580,12600,Technology,San Rafael,CA,no
42.2681569,-83.7312291,Domino's Pizza,4117.4,0.138,491.3,14270.4,10650,4357.4,5.8,510.5,14665.9,10450,"Hotels, Restaurants & Leisure",Ann Arbor,MI,no
37.6659781,-77.506374,ASGN,3950.6,0.007,200.3,5058.3,4200,4333.8,9.7,409.9,6022.2,3900,Business Services,Glen Allen,VA,no
30.8365815,-83.9787808,Flowers Foods,4388,0.064,152.3,5038.5,9200,4330.8,-1.3,206.2,5438.6,8900,"Food, Beverages & Tobacco",Thomasville,GA,no
33.9528472,-84.5496148,BlueLinx Holdings,3097.3,0.174,80.9,371.1,2100,4277.2,38.1,296.1,699.5,2045,Wholesalers,Marietta,GA,no
37.3541132,-121.955174,Palo Alto Networks,3408.4,0.175,-267,31318,8014,4256.1,24.9,-498.9,61307.5,10473,Technology,Santa Clara,CA,no
38.9583737,-77.3579805,Maximus,3461.5,0.199,214.5,5471.7,34300,4254.5,22.9,291.2,4641.1,35800,Technology,Reston,VA,no
35.2272086,-80.8430827,Dentsply Sirona,3342,-0.171,-83,13977.5,15000,4251,27.2,421,10708,15000,Health Care,Charlotte,NC,no
41.8328085,-87.9289504,Hub Group,3495.6,-0.047,73.6,2316.7,5000,4232.4,21.1,171.5,2678.5,4700,Transportation,Oak Brook,IL,no
40.7127281,-74.0060152,Voya Financial,9133,0.021,-206,7878.5,5970,4230,-53.7,2126,7042.2,5970,Financials,New York,NY,no
40.8619754,-76.7936252,Weis Markets,4112.6,0.161,118.9,1520.3,24000,4224.4,2.7,108.8,1921.1,24000,Food & Drug Stores,Sunbury,PA,no
39.6172101,-104.950814,Century Communities,3161.2,0.247,206.2,2033.3,1403,4216.3,33.4,498.5,1783.2,1600,Engineering & Construction,Greenwood Village,CO,no
49.133333,-113.6,Synopsys,3685.3,0.097,664.3,37755,15036,4204.2,14.1,757.5,51023.2,16361,Technology,Mountain View,CA,no
37.5385087,-77.43428,Brink's,3690.9,0.002,16,3939.5,75100,4200.2,13.8,105.2,3234.4,73350,Business Services,Richmond,VA,no
32.9481789,-96.7297206,Lennox International,3634.1,-0.045,356.3,11757.4,10300,4194.1,15.4,464,9447.2,11000,Industrials,Richardson,TX,no
29.7589382,-95.3676974,Service Corp. International,3511.5,0.087,515.9,8646.4,20319,4143.1,18,802.9,10581.3,20840,Business Services,Houston,TX,no
40.7881643,-74.3891647,Conduent,4163,-0.068,-118,1412.9,63000,4140,-0.6,-28,1111.6,60000,Business Services,Florham Park,NJ,no
40.875891,-81.4023356,Timken,3513.2,-0.073,284.5,6165.9,17430,4132.9,17.6,369.1,4539.6,18029,Industrials,North Canton,OH,no
27.9477595,-82.458444,Bloomin' Brands,3170.6,-0.234,-158.7,2403.5,77000,4122.4,30,215.6,1966.6,82000,"Hotels, Restaurants & Leisure",Tampa,FL,no
39.9788017,-86.1189257,CNO Financial Group,3821.1,-0.048,301.8,3245.4,3400,4122.2,7.9,441,2945.7,3350,Financials,Carmel,IN,no
34.0194704,-118.491227,Snap,2506.6,0.461,-944.8,78869.2,3863,4117,64.2,-488,58458.4,5661,Technology,Santa Monica,CA,no
37.3361663,-121.890591,Zoom Video Communications,2651.4,3.258,672.3,94367.7,4422,4099.9,54.6,1375.6,35066.3,6787,Technology,San Jose,CA,no
41.6819935,-85.9766671,Patrick Industries,2486.6,0.064,97.1,2001.2,8700,4078.1,64,224.9,1408.2,11000,Materials,Elkhart,IN,no
43.157285,-77.615214,Paychex,4040.5,0.071,1098.1,35349.1,15700,4056.8,0.4,1097.5,49268,15000,Business Services,Rochester,NY,no
41.0409305,-73.7145746,Atlas Air Worldwide Holdings,3211.1,0.172,360.3,1740.5,4061,4030.8,25.5,493.3,2523.4,4056,Transportation,Purchase,NY,no
36.0726355,-79.7919754,Qorvo,3239.1,0.048,334.3,20693.1,7900,4015.3,24,733.6,13456.4,8750,Technology,Greensboro,NC,no
40.2762189,-74.8490528,Catalent,3094.3,0.229,220.7,17926.6,13900,3998,29.2,585,19862.7,17300,Health Care,Somerset,NJ,no
34.0536909,-118.242766,Mercury General,3784.5,-0.047,374.6,3367.1,4300,3993.4,5.5,247.9,3045.4,4300,Financials,Los Angeles,CA,no
32.7762719,-96.7968559,AMN Healthcare Services,2393.7,0.077,70.7,3477.2,3000,3984.2,66.4,327.4,4796.1,3800,Health Care,Dallas,TX,yes
39.2501246,-119.951909,Tri Pointe Homes,3260.4,0.058,282.2,2430.3,1163,3982.2,22.1,469.3,2160.1,1390,Engineering & Construction,Incline Village,NV,no
60.005852,-111.890259,ArcBest,2940.2,-0.016,71.1,1787.1,13000,3980.1,35.4,213.5,1979.7,14000,Transportation,Fort Smith,AR,yes
44.8322405,-93.3204872,Toro,3378.8,0.077,329.7,11099.9,10385,3959.6,17.2,409.9,8936.9,10982,Industrials,Bloomington,MN,no
37.6922361,-97.3375448,Spirit AeroSystems Holdings,3404.8,-0.567,-870.3,5129.7,14500,3953,16.1,-540.8,5130.6,16100,Aerospace & Defense,Wichita,KS,no
33.4255117,-111.9400164,Align Technology,2471.9,0.027,1775.9,42854.3,18070,3952.6,59.9,772,34354.8,22540,Health Care,Tempe,AZ,no
37.7501183,-121.4560477,loanDepot,4443.6,2.028,2013.1,6089.1,11763,3943.2,-11.3,113.5,1290.3,11307,Financials,Foothill Ranch,CA,no
39.9448402,-75.1198911,American Water Works,3777,0.046,709,27205.6,7000,3930,4.1,1263,30085.5,6400,Energy,Camden,NJ,yes
21.304547,-157.855676,Matson,2383.3,0.082,193.1,2897.1,4149,3925.3,64.7,927.4,4927.5,4259,Transportation,Honolulu,HI,no
41.240056,-81.440667,Diebold Nixdorf,3902.3,-0.115,-269.1,1104.7,22000,3905.2,0.1,-78.8,531.2,22000,Technology,Hudson,OH,no
28.5421109,-81.3790304,Marriott Vacations Worldwide,2886,-0.337,-275,7183.2,18000,3890,34.8,49,6620,20300,"Hotels, Restaurants & Leisure",Orlando,FL,no
41.1175966,-73.4078968,Terex,3082.4,-0.341,-10.6,3212.3,8200,3886.8,26.1,220.9,2485.5,8600,Industrials,Norwalk,CT,no
33.2150386,-97.1330516,Sally Beauty Holdings,3514.3,-0.093,113.2,2271,30000,3875,10.3,239.9,1720.5,29000,Retailing,Denton,TX,yes
42.6055893,-83.1499304,Meritor,3044,-0.306,245,2134,8600,3833,25.9,199,2519.4,9600,Motor Vehicles & Parts,Troy,MI,no
41.8755616,-87.6244212,Ventas,3795.4,-0.02,439.1,19984.3,448,3828,0.9,49,24676.2,434,Financials,Chicago,IL,yes
33.4255117,-111.9400164,GoDaddy,3316.7,0.11,-495.1,13201.3,6621,3815.7,15,242.3,14018.7,6611,Technology,Tempe,AZ,no
42.5083272,-89.031784,Regal Rexnord,2907,-0.102,189.3,5796.2,23000,3810.3,31.1,209.9,10002.1,30000,Industrials,Beloit,WI,no
42.1617681,-70.7939307,Clean Harbors,3144.1,-0.079,134.8,4606.2,13500,3805.6,21,203.2,6073.8,18300,Business Services,Norwell,MA,no
33.4484367,-112.074141,Pinnacle West Capital,3587,0.033,550.6,9167.5,6026,3803.8,6,618.7,8820,5872,Energy,Phoenix,AZ,no
35.042036,-89.6645266,Mueller Industries,2398,-0.013,139.5,2361.7,5007,3769.3,57.2,468.5,3100.4,5337,Industrials,Collierville,TN,no
36.1672559,-115.148516,Wynn Resorts,2095.9,-0.683,-2067.2,14497.8,27500,3763.7,79.6,-755.8,9243.3,26950,"Hotels, Restaurants & Leisure",Las Vegas,NV,no
37.9254806,-122.527475,RH,2848.6,0.076,271.8,12526.7,4750,3758.8,32,688.5,7079,6100,Retailing,Corte Madera,CA,no
40.2294046,-74.9365329,EPAM Systems,2659.5,0.159,327.2,22285.8,41168,3758.1,41.3,481.7,16870.7,58824,Technology,Newtown,PA,no
39.9622601,-83.0007065,M/I Homes,3046.1,0.218,239.9,1719.5,1515,3745.9,23,396.9,1262.2,1657,Engineering & Construction,Columbus,OH,no
43.0116784,-88.2314813,Generac Holdings,2485.2,0.127,350.6,20584,6625,3737.2,50.4,550.5,18960.3,9248,Industrials,Waukesha,WI,no
39.9622601,-83.0007065,Mettler-Toledo International,3085.2,0.025,602.7,26951.7,15700,3717.9,20.5,769,31220.3,16700,Technology,Columbus,OH,no
40.0811745,-82.8087864,Abercrombie & Fitch,3125.4,-0.137,-114,2131.1,20550,3712.8,18.8,263,1619.5,19250,Retailing,New Albany,OH,yes
42.5750939,-71.0786653,Teradyne,3121.5,0.36,784.1,20267.6,5500,3702.9,18.6,1014.6,19202.6,5900,Technology,North Reading,MA,no
41.5644476,-93.7594059,American Equity Investment Life Holding,2424.6,-0.3,671.5,3009,656,3689.5,52.2,474,3869.2,850,Financials,West Des Moines,IA,no
36.1672559,-115.148516,Southwest Gas Holdings,3298.9,0.057,232.3,3935.9,11149,3680.5,11.6,200.8,5233.6,12720,Energy,Las Vegas,NV,yes
41.0534302,-73.5387341,Pitney Bowes,3554.1,0.022,-181.5,1431,11500,3673.6,3.4,-1.4,900.1,11500,Technology,Stamford,CT,no
43.6954424,-116.3540138,Lamb Weston Holdings,3792.4,0.01,365.9,11339.6,7700,3670.9,-3.2,317.8,8699.1,7800,"Food, Beverages & Tobacco",Eagle,ID,no
43.074761,-89.3837613,Alliant Energy,3416,-0.064,614,13533.6,3375,3669,7.4,659,15670.6,3313,Energy,Madison,WI,no
35.296462,-84.7479962,Resolute Forest Products,2800,-0.042,10,884.9,7100,3664,30.9,307,991.7,6900,Materials,Calhoun,TN,no
38.8403909,-77.4288769,Parsons,3918.9,-0.009,98.5,4139.5,15500,3660.8,-6.6,64.1,4012,15500,Aerospace & Defense,Centreville,VA,yes
37.3688301,-122.036349,Trimble,3147.7,-0.036,389.9,19551.9,11402,3659.1,16.2,492.7,18122.7,11931,Technology,Sunnyvale,CA,no
35.4729886,-97.5170536,OGE Energy,2122.3,-0.049,-173.7,6472.7,2360,3653.7,72.2,737.3,8164.2,2185,Energy,Oklahoma City,OK,no
44.8546856,-93.470786,Winnebago Industries,2355.5,0.186,61.4,2577.5,5505,3629.8,54.1,281.9,1770.9,6532,Motor Vehicles & Parts,Eden Prairie,MN,no
39.1928853,-76.7241371,Ciena,3532.2,-0.011,361.3,8481.8,7032,3620.7,2.5,500.2,9223.4,7205,Technology,Hanover,MD,no
32.7174202,-117.1627728,PriceSmart,3329.2,0.033,78.1,2973.9,9500,3619.9,8.7,98,2434.1,10400,Retailing,San Diego,CA,yes
33.6856969,-117.8259819,Advantage Solutions,3155.7,-0.166,-162.4,3760.9,40000,3602.3,14.2,54.5,2029.6,45000,Business Services,Irvine,CA,yes
39.100105,-94.5781416,H&R Block,2639.7,-0.147,-7.5,3955.2,42000,3588.6,35.9,683.9,4284.6,38000,Financials,Kansas City,MO,no
29.4246002,-98.4951405,iHeartMedia,2948.2,-0.2,-1914.7,2584.6,9588,3558.3,20.7,-159.2,2728.1,9990,Media,San Antonio,TX,no
37.3361663,-121.890591,Super Micro Computer,3339.3,-0.046,84.3,1975.5,3987,3557.4,6.5,111.9,1963,4155,Technology,San Jose,CA,no
32.8295183,-96.9442177,Flowserve,3728.1,-0.054,116.3,5056,16000,3541.1,-5,125.9,4681.4,16000,Industrials,Irving,TX,no
42.5464828,-71.1736669,Charles River Laboratories International,2923.9,0.115,364.3,14552.4,18400,3540.2,21.1,391,14425.4,19300,Health Care,Wilmington,MA,no
43.0349931,-87.922497,A.O. Smith,2895.3,-0.033,344.9,10932.7,13900,3538.9,22.2,487.1,10032.2,13700,Industrials,Milwaukee,WI,no
36.9092773,-121.7529071,Granite Construction,3562.5,0.034,-145.1,1843,4100,3501.9,-1.7,10.1,1504.7,2600,Engineering & Construction,Watsonville,CA,no
41.2587459,-95.9383758,Valmont Industries,2895.4,0.046,140.7,5053.7,10844,3501.6,20.9,195.6,5083.4,11041,Materials,Omaha,NE,no
43.0702223,-70.7548621,Sprague Resources,2336,-0.333,33.8,502.3,765,3498.2,49.8,-68.9,433.7,757,Energy,Portsmouth,NH,no
32.7762719,-96.7968559,Primoris Services,3491.5,0.124,105,1779.9,10414,3497.6,0.2,115.6,1269.8,10810,Engineering & Construction,Dallas,TX,no
41.8755616,-87.6244212,Cboe Global Markets,3427.1,0.373,468.2,10580.6,1010,3494.8,2,529,12148.2,1196,Financials,Chicago,IL,no
33.7489924,-84.3902644,Carter's,3024.3,-0.141,109.7,3908.5,18000,3486.4,15.3,339.7,3763.4,15900,Apparel,Atlanta,GA,no
29.2108147,-81.0228331,TopBuild,2718,0.036,247,6925.4,10540,3486.2,28.3,324,5987.1,13006,Engineering & Construction,Daytona Beach,FL,no
34.02332,-84.360022,SiteOne Landscape Supply,2704.5,0.147,121.3,7579.5,4680,3475.7,28.5,238.4,7255.5,5475,Wholesalers,Roswell,GA,no
38.2542376,-85.759407,Texas Roadhouse,2398.1,-0.13,31.3,6679.3,32474,3463.9,44.4,245.3,5787.8,73300,"Hotels, Restaurants & Leisure",Louisville,KY,no
42.3655767,-71.1040018,Akamai Technologies,3198.1,0.105,557.1,16632.1,8368,3461.2,8.2,651.6,19210,8700,Technology,Cambridge,MA,no
33.7489924,-84.3902644,Acuity Brands,3326.3,-0.094,248.3,5891.4,11500,3461,4,306.3,6628.9,13000,Industrials,Atlanta,GA,no
38.2542376,-85.759407,Brown-Forman,3363,0.012,827,32119.3,4800,3461,2.9,903,31376.6,4700,"Food, Beverages & Tobacco",Louisville,KY,no
39.7459468,-75.546589,Navient,3728,-0.326,412,2629.8,6485,3454,-7.3,717,2592.3,5263,Financials,Wilmington,DE,no
42.1933581,-87.8664579,Option Care Health,3032.6,0.313,-8.1,3189.9,5499,3438.6,13.4,139.9,5139,6334,Health Care,Bannockburn,IL,no
33.7489924,-84.3902644,Floor & Decor Holdings,2425.8,0.186,195,9988.2,7593,3433.5,41.5,283.2,8573.8,9276,Retailing,Atlanta,GA,no
34.1469416,-118.2478471,Public Storage,2915.1,0.024,1357.2,43131.1,5400,3415.8,17.2,1953.3,68438.2,5800,Financials,Glendale,CA,no
42.3554334,-71.060511,Cabot,2614,-0.217,-238,2969,4500,3409,30.4,250,3871.1,4500,Chemicals,Boston,MA,no
32.7762719,-96.7968559,Atmos Energy,2821.1,-0.028,601.4,12668.7,4694,3407.5,20.8,665.6,16182.8,4684,Energy,Dallas,TX,no
41.1464852,-74.7523874,Selective Insurance Group,2922.3,0.027,246.4,4354.1,2400,3379.2,15.6,403.8,5391.5,2440,Financials,Branchville,NJ,no
40.7127281,-74.0060152,Take-Two Interactive Software,3089,0.158,404.5,20351.9,5800,3372.8,9.2,588.9,17744.1,6495,Media,New York,NY,no
36.1672559,-115.148516,Boyd Gaming,2178.5,-0.345,-134.7,6608.3,14284,3369.8,54.7,463.8,7234,15114,"Hotels, Restaurants & Leisure",Las Vegas,NV,no
44.1858193,-88.462609,Plexus,3390.4,0.071,117.5,2646.7,19500,3368.9,-0.6,138.9,2298.6,19200,Technology,Neenah,WI,no
34.851354,-82.3984882,ScanSource,3609.2,-0.068,-192.7,762.3,2200,3364.2,-6.8,10.8,890.8,2200,Wholesalers,Greenville,SC,no
40.2986724,-83.067965,Franchise Group,2152.5,7.11,25.1,1447.8,6421,3362.7,56.2,363.8,1669.6,11895,Retailing,Delaware,OH,no
32.9552598,-97.0155703,Mr. Cooper Group,2733,0.362,305,3150,9800,3344,22.4,1454,3369.4,8200,Financials,Coppell,TX,no
37.3688301,-122.036349,Fortinet,2594.4,0.199,488.5,30095.7,8238,3342.2,28.8,606.8,54957.1,10195,Technology,Sunnyvale,CA,no
32.7762719,-96.7968559,Brinker International,3078.5,-0.043,24.4,3230.4,62200,3337.8,8.4,131.6,1701.9,59491,"Hotels, Restaurants & Leisure",Dallas,TX,no
35.2272086,-80.8430827,Albemarle,3128.9,-0.128,375.8,17053.7,5900,3328,6.4,123.7,25899.4,6000,Chemicals,Charlotte,NC,no
38.6280278,-90.1910154,Peabody Energy,2881.1,-0.377,-1870.3,300.9,4600,3318.3,15.2,360.1,3391.5,4900,Energy,St. Louis,MO,no
40.7127281,-74.0060152,Evercore,2285.3,0.126,350.6,5536.1,1791,3307.1,44.7,740.1,4275.1,1940,Financials,New York,NY,no
29.7589382,-95.3676974,Stewart Information Services,2288.4,0.18,154.9,1392,5800,3305.8,44.5,323.2,1635.1,7300,Financials,Houston,TX,no
37.9020731,-122.0618702,Central Garden & Pet,2695.5,0.131,120.7,2937,5950,3303.7,22.6,151.7,2286.5,6750,Household Products,Walnut Creek,CA,no
33.8532701,-84.2200729,GMS,3241.3,0.04,23.4,1788.8,5611,3298.8,1.8,105.6,2142.1,5843,Wholesalers,Tucker,GA,no
44.9497487,-93.0931028,H.B. Fuller,2790.3,-0.037,123.7,3286.9,6428,3278,17.5,161.4,3505.2,6500,Chemicals,St. Paul,MN,no
42.03726,-88.2810994,Middleby,2513.3,-0.151,207.3,9222.1,9289,3250.8,29.3,488.5,8961.1,10624,Industrials,Elgin,IL,no
42.0267567,-93.6170448,Renewable Energy Group,2137.1,-0.191,122.8,2977.4,895,3244.1,51.8,213.8,3056.2,1196,Energy,Ames,IA,yes
40.7934322,-73.4151214,MSC Industrial Direct,3192.4,-0.051,251.1,5033.9,6315,3243.2,1.6,216.9,4758.3,6472,Wholesalers,Melville,NY,no
40.036202,-75.5138959,Vishay Intertechnology,2501.9,-0.062,122.9,3485.1,21600,3240.5,29.5,298,2840.1,22800,Technology,Malvern,PA,no
41.4996574,-81.6936772,Applied Industrial Technologies,3245.7,-0.065,24,3540.3,6200,3235.9,-0.3,144.8,3947.9,5947,Wholesalers,Cleveland,OH,no
41.4996574,-81.6936772,Lincoln Electric Holdings,2655.4,-0.116,206.1,7334.6,10700,3234.2,21.8,276.5,8079.1,11000,Industrials,Cleveland,OH,no
35.1460249,-90.0517638,First Horizon,3390,0.488,845,9362.6,8358,3234,-4.6,999,12542.9,7676,Financials,Memphis,TN,no
42.2411344,-88.3161965,AptarGroup,2929.3,0.024,214,9352,13000,3227.2,10.2,244.1,7702.9,13000,Materials,Crystal Lake,IL,no
26.1223084,-80.1433786,Citrix Systems,3236.7,0.075,504.4,17259.2,9000,3217.2,-0.6,307.5,12704.6,9700,Technology,Fort Lauderdale,FL,no
43.6763036,-70.3663874,IDEXX Laboratories,2706.7,0.125,581.8,41899.5,9300,3215.4,18.8,744.8,46089.3,10350,Health Care,Westbrook,ME,no
49.0139234,-57.5986531,Tetra Tech,2994.9,-0.036,173.9,7359.9,20000,3213.5,7.3,232.8,8906.7,21000,Engineering & Construction,Pasadena,CA,no
37.7790262,-122.419906,Lyft,2364.7,-0.346,-1752.9,20781.8,4675,3208.3,35.7,-1009.4,13384.6,4453,Technology,San Francisco,CA,no
38.9342888,-77.1776327,Gannett,3405.7,0.823,-670.5,748,20800,3208.1,-5.8,-135,643.9,16300,Media,McLean,VA,no
32.7174202,-117.1627728,ResMed,2957,0.134,621.7,28231.7,7770,3196.8,8.1,474.5,35463.3,7970,Health Care,San Diego,CA,no
39.9622601,-83.0007065,Designer Brands,2234.7,-0.36,-488.7,1259.8,11400,3196.6,43,154.5,991.4,13500,Retailing,Columbus,OH,no
38.8903961,-77.0841585,Graham Holdings,2889.1,-0.015,300.4,2813.1,16661,3186,10.3,352.1,3000.6,15048,Business Services,Arlington,VA,no
39.9622601,-83.0007065,Worthington Industries,3059.1,-0.186,78.8,3476.1,9000,3171.4,3.7,723.8,2537.8,9000,Materials,Columbus,OH,no
39.7683331,-86.1583502,Calumet Specialty Products Partners,2268.2,-0.343,-149,479.7,1400,3148,38.8,-260.1,1070.8,1450,Energy,Indianapolis,IN,no
41.8755616,-87.6244212,TransUnion,2716.6,0.023,343.2,17214.5,8200,3145,15.8,1387.1,19882.6,10200,Business Services,Chicago,IL,no
28.5421109,-81.3790304,Travel + Leisure,2160,-0.466,-255,5255.6,15500,3134,45.1,308,4966.2,16800,"Hotels, Restaurants & Leisure",Orlando,FL,no
26.8233946,-80.1386547,Dycom Industries,3199.2,-0.042,34.3,2842.7,14276,3130.5,-2.1,48.6,2821,15024,Engineering & Construction,Palm Beach Gardens,FL,no
45.5202471,-122.674194,Columbia Sportswear,2501.6,-0.178,108,7012.4,7275,3126.4,25,354.1,5840.4,8325,Apparel,Portland,OR,no
37.8314089,-122.2865266,Grocery Outlet Holding,3134.6,0.225,106.7,3513.8,860,3079.6,-1.8,62.3,3148,875,Food & Drug Stores,Emeryville,CA,no
40.7127281,-74.0060152,AMC Networks,2815,-0.08,240,2204,2180,3077.6,9.3,250.6,1721.7,1883,Media,New York,NY,yes
41.4996574,-81.6936772,Hyster-Yale Materials Handling,2812.1,-0.146,37.1,1464.7,7600,3075.7,9.4,-173,561.2,8100,Industrials,Cleveland,OH,no
30.1734194,-95.504686,ChampionX,1900,0.68,-743.9,4368.1,6600,3075,61.8,113.3,4976.7,7000,Energy,The Woodlands,TX,no
29.7589382,-95.3676974,Comfort Systems USA,2856.7,0.092,150.1,2705.6,11100,3073.6,7.6,143.3,3200.5,13200,Engineering & Construction,Houston,TX,no
40.4416941,-79.9900861,EQT,3058.8,-0.307,-967.2,5181.1,624,3064.7,0.2,-1155.8,12955.4,693,Energy,Pittsburgh,PA,no
29.2108147,-81.0228331,Brown & Brown,2613.4,0.092,480.5,12958.2,10843,3051.4,16.8,587.1,20395.7,12023,Financials,Daytona Beach,FL,no
